,MAL_ID,Producers
22370,36885,Unknown
22371,36888,Unknown
22372,36889,Mary Jane
22373,36890,Unknown
22374,36894,Unknown
22375,36895,Queen Bee
22376,36895,Media Bank
22377,36896,TOHO animation
22378,36896,Shueisha
22379,36902,Genco
22380,36902,AT-X
22381,36902,KlockWorx
22382,36902,My Theater D.D.
22383,36902,Crunchyroll SC Anime Fund
22384,36903,Nihon Ad Systems
22385,36903,Mainichi Broadcasting System
22386,36903,Pony Canyon
22387,36903,Shogakukan
22388,36903,KLab
22389,36903,Netflix
22390,36903,MAGNET
22391,36904,Sanrio
22392,36904,Netflix
22393,36905,Anime Beans
22394,36906,BS Fuji
22395,36906,Strawberry Meets Pictures
22396,36906,Hokkaido Cultural Broadcasting
22397,36906,Kanetsu Investment
22398,36906,BookLive
22399,36906,ibis Capital Partners
22400,36906,Global Solutions
22401,36906,Y&N Brothers
22402,36907,Unknown
22403,36910,Tencent Penguin Pictures
22404,36913,Unknown
22405,36914,Unknown
22406,36915,Unknown
22407,36918,Unknown
22408,36919,Unknown
22409,36920,Unknown
22410,36921,Unknown
22411,36922,Unknown
22412,36923,Unknown
22413,36925,Unknown
22414,36927,Unknown
22415,36932,Unknown
22416,36933,Unknown
22417,36934,TV Tokyo
22418,36934,Warner Bros. Japan
22419,36934,NAZ
22420,36934,Shueisha
22421,36934,Imagine
22422,36936,Toho
22423,36936,NTT Docomo
22424,36936,Nippon Television Network
22425,36936,Kadokawa
22426,36936,D.N. Dream Partners
22427,36936,Sonilude
22428,36937,Unknown
22429,36942,Unknown
22430,36943,Ichijinsha
22431,36943,Cloud22
22432,36945,Sony Pictures Entertainment
22433,36945,Chugai Mining
22434,36945,Hakuhodo
22435,36945,GYAO!
22436,36945,THINKR
22437,36945,Moonbell
22438,36945,LinkedBrain
22439,36946,Shueisha
22440,36946,Echoes
22441,36947,Unknown
22442,36949,Shueisha
22443,36950,Shueisha
22444,36951,Bandai Visual
22445,36951,Shueisha
22446,36952,Unknown
22447,36954,Unknown
22448,36955,Bandai Namco Entertainment
22449,36956,MS Pictures
22450,36962,Unknown
22451,36963,Unknown
22452,36964,Unknown
22453,36967,Unknown
22454,36968,Anime Beans
22455,36969,Unknown
22456,36970,NHK
22457,36973,Unknown
22458,36976,Pony Canyon
22459,36976,AT-X
22460,36976,Memory-Tech
22461,36976,Dynamic Planning
22462,36976,Bandai Namco Entertainment
22463,36976,Pony Canyon Enterprise
22464,36978,Unknown
22465,36979,Unknown
22466,36981,Unknown
22467,36982,Frencel
22468,36983,Unknown
22469,36990,Lantis
22470,36991,TMS Entertainment
22471,36992,Unknown
22472,36993,Unknown
22473,36995,Unknown
22474,36996,iQIYI
22475,36999,Aniplex
22476,36999,Kodansha
22477,37000,Unknown
22478,37002,NHK
22479,37002,Echoes
22480,37007,Nihon Ad Systems
22481,37007,Pony Canyon
22482,37007,Shueisha
22483,37007,BS11
22484,37007,Jinnan Studio
22485,37007,Cygames
22486,37007,CA-Cygames Anime Fund
22487,37008,Unknown
22488,37009,NHK
22489,37010,NHK
22490,37011,NHK
22491,37012,Unknown
22492,37013,DMM pictures
22493,37017,Yahoo! Japan
22494,37018,Unknown
22495,37020,WOWOW
22496,37021,Toranoana
22497,37023,Level-5
22498,37024,Unknown
22499,37026,Unknown
22500,37027,Lantis
22501,37027,Shochiku
22502,37028,Unknown
22503,37029,Unknown
22504,37031,Production I.G
22505,37031,Shochiku
22506,37031,flying DOG
22507,37031,Mag Garden
22508,37033,Aniplex
22509,37033,Kadokawa
22510,37034,Unknown
22511,37036,Sotsu
22512,37037,Unknown
22513,37044,Tencent Penguin Pictures
22514,37044,China Literature Limited
22515,37045,Unknown
22516,37046,Unknown
22517,37047,Unknown
22518,37050,Unknown
22519,37051,Unknown
22520,37054,Unknown
22521,37055,Kadokawa Animation
22522,37058,iQIYI
22523,37059,NHK
22524,37060,NHK
22525,37064,NHK
22526,37065,NHK
22527,37066,NHK
22528,37067,NHK
22529,37069,NHK
22530,37070,NHK
22531,37071,NHK
22532,37072,NHK
22533,37073,NHK
22534,37074,NHK
22535,37075,NHK
22536,37078,Tencent Penguin Pictures
22537,37078,China Literature Limited
22538,37078,Colored-Pencil Animation Design
22539,37082,Unknown
22540,37086,Dentsu
22541,37086,Square Enix
22542,37086,Mainichi Broadcasting System
22543,37086,Movic
22544,37086,KlockWorx
22545,37086,flying DOG
22546,37086,81 Produce
22547,37086,Avex Pictures
22548,37087,Unknown
22549,37088,EDGE
22550,37089,BreakBottle
22551,37090,Unknown
22552,37095,Lantis
22553,37095,Pony Canyon
22554,37095,Rakuonsha
22555,37095,ABC Animation
22556,37096,Akatsuki
22557,37097,Unknown
22558,37098,Unknown
22559,37099,Unknown
22560,37100,Unknown
22561,37101,Unknown
22562,37102,Unknown
22563,37103,Unknown
22564,37104,Unknown
22565,37105,Mainichi Broadcasting System
22566,37105,Kodansha
22567,37105,NBCUniversal Entertainment Japan
22568,37105,Avex Pictures
22569,37105,Q-Tec
22570,37105,JR East Marketing & Communications
22571,37105,GYAO!
22572,37106,Success Corp.
22573,37106,Tavac
22574,37106,iQIYI
22575,37109,Unknown
22576,37112,Unknown
22577,37115,Unknown
22578,37117,TV Tokyo
22579,37117,Asatsu DK
22580,37123,Unknown
22581,37124,Unknown
22582,37126,Unknown
22583,37127,Unknown
22584,37133,Unknown
22585,37135,Felicity
22586,37136,Felicity
22587,37138,Felicity
22588,37139,Unknown
22589,37140,Yomiko Advertising
22590,37140,Fuji TV
22591,37141,Aniplex
22592,37141,Kodansha
22593,37141,Magic Capsule
22594,37142,Unknown
22595,37143,Unknown
22596,37144,Unknown
22597,37145,Unknown
22598,37146,Unknown
22599,37147,Unknown
22600,37148,Unknown
22601,37149,Unknown
22602,37150,Tencent Penguin Pictures
22603,37151,Unknown
22604,37152,Boyan Pictures
22605,37153,NHK
22606,37154,Square Enix
22607,37154,Pony Canyon
22608,37154,Avex Pictures
22609,37155,NHK
22610,37164,Unknown
22611,37165,Unknown
22612,37167,Warner Music Japan
22613,37168,Unknown
22614,37169,Bandai Namco Entertainment
22615,37171,Hakusensha
22616,37171,AT-X
22617,37171,Sony Music Communications
22618,37171,Kadokawa Media House
22619,37171,Kadokawa
22620,37172,Hobby Japan
22621,37174,TMS Music
22622,37175,bilibili
22623,37175,Jay Zone Comic
22624,37176,Tencent Penguin Pictures
22625,37176,China Literature Limited
22626,37176,Motion Magic
22627,37177,Unknown
22628,37178,Unknown
22629,37179,Unknown
22630,37180,Unknown
22631,37181,Tencent Penguin Pictures
22632,37181,China Literature Limited
22633,37184,Tencent Penguin Pictures
22634,37184,China Literature Limited
22635,37185,Tencent Penguin Pictures
22636,37185,China Literature Limited
22637,37186,Unknown
22638,37187,Unknown
22639,37188,Unknown
22640,37189,Unknown
22641,37190,NHK
22642,37191,NHK
22643,37192,NHK
22644,37193,NHK
22645,37194,NHK
22646,37195,NHK
22647,37196,NHK
22648,37197,NHK
22649,37198,NHK
22650,37202,Studio Hibari
22651,37202,NHK
22652,37202,NHK Enterprises
22653,37204,TV Tokyo
22654,37204,Dentsu
22655,37204,Echoes
22656,37206,Jinnan Studio
22657,37207,Beijing Enlight Pictures
22658,37208,Tencent Penguin Pictures
22659,37209,Tencent Penguin Pictures
22660,37210,Sotsu
22661,37210,Kodansha
22662,37210,Half H.P Studio
22663,37210,AT-X
22664,37210,KlockWorx
22665,37210,DIVE II Entertainment
22666,37210,81 Produce
22667,37210,Tokyo MX
22668,37210,Avex Pictures
22669,37210,Q-Tec
22670,37210,Animatic
22671,37210,Eswood
22672,37212,Unknown
22673,37215,Unknown
22674,37217,Unknown
22675,37219,Unknown
22676,37221,Mainichi Broadcasting System
22677,37221,Pony Canyon
22678,37221,Half H.P Studio
22679,37221,KlockWorx
22680,37221,Good Smile Company
22681,37221,Tablier Communications
22682,37221,Kadokawa
22683,37221,Legs
22684,37221,Hawkeye
22685,37222,Pink Pineapple
22686,37223,Unknown
22687,37224,PoRO
22688,37225,Unknown
22689,37228,Unknown
22690,37232,Happy Elements
22691,37233,Unknown
22692,37241,Unknown
22693,37242,Square Enix
22694,37242,Q-Tec
22695,37242,dugout
22696,37243,Unknown
22697,37244,Unknown
22698,37245,TV Tokyo
22699,37245,Sotsu
22700,37246,Anime Beans
22701,37247,Unknown
22702,37249,Unknown
22703,37254,Egg Firm
22704,37255,Unknown
22705,37256,Unknown
22706,37258,TOHO animation
22707,37259,Kodansha
22708,37259,AT-X
22709,37259,Ultra Super Pictures
22710,37259,TOHO animation
22711,37259,Q-Tec
22712,37259,Sammy
22713,37259,BS11
22714,37259,Contents Seed
22715,37262,Magic Capsule
22716,37262,flying DOG
22717,37263,Anime Beans
22718,37264,Unknown
22719,37265,Bandai Namco Entertainment
22720,37265,DMM.futureworks
22721,37265,Aoni Production
22722,37266,Unknown
22723,37267,TV Asahi
22724,37268,Broccoli
22725,37272,Unknown
22726,37273,Unknown
22727,37277,Unknown
22728,37278,Bandai Namco Entertainment
22729,37279,Unknown
22730,37280,Unknown
22731,37281,Tokyo MX
22732,37281,Suiseisha
22733,37283,Unknown
22734,37284,Unknown
22735,37285,Unknown
22736,37286,Unknown
22737,37287,ZIZ Entertainment (ZIZ)
22738,37290,NHK
22739,37290,NHK Enterprises
22740,37291,Tencent Penguin Pictures
22741,37292,Unknown
22742,37293,bilibili
22743,37294,iQIYI
22744,37300,Unknown
22745,37302,flying DOG
22746,37302,Tokyo MX
22747,37303,Unknown
22748,37304,Unknown
22749,37305,Unknown
22750,37306,Unknown
22751,37307,Unknown
22752,37308,Unknown
22753,37311,Unknown
22754,37316,Unknown
22755,37318,Square Enix
22756,37320,Picante Circus
22757,37320,Suiseisha
22758,37320,Cloud22
22759,37324,TV Tokyo
22760,37325,Unknown
22761,37326,Unknown
22762,37328,Sotsu
22763,37334,Unknown
22764,37335,Unknown
22765,37336,Unknown
22766,37337,Unknown
22767,37338,VAP
22768,37338,Half H.P Studio
22769,37338,Nippon Television Network
22770,37338,Nippon Television Music
22771,37340,Mary Jane
22772,37341,Unknown
22773,37343,NHK
22774,37344,Unknown
22775,37345,Half H.P Studio
22776,37345,Nippon Columbia
22777,37345,81 Produce
22778,37345,Docomo Anime Store
22779,37345,Kadokawa Media House
22780,37345,Kadokawa
22781,37346,Unknown
22782,37347,Genco
22783,37347,Movic
22784,37347,Warner Bros. Japan
22785,37347,KlockWorx
22786,37347,SoftBank Creative
22787,37347,Hakuhodo DY Music & Pictures
22788,37347,Egg Firm
22789,37347,FuRyu
22790,37347,GREE
22791,37348,SoftBank Creative
22792,37348,Warner Bros. Pictures
22793,37349,Sony Pictures Entertainment
22794,37349,Frontier Works
22795,37349,AT-X
22796,37349,SoftBank Creative
22797,37349,Bushiroad
22798,37349,Hakuhodo DY Music & Pictures
22799,37349,Good Smile Film
22800,37349,Artist Management Office
22801,37350,NHK
22802,37351,NHK
22803,37352,Unknown
22804,37355,Unknown
22805,37356,Unknown
22806,37357,Unknown
22807,37358,Unknown
22808,37359,Anime Beans
22809,37360,Unknown
22810,37362,Bandai Namco Entertainment
22811,37364,Unknown
22812,37365,Unknown
22813,37368,Unknown
22814,37369,NHK
22815,37370,Unknown
22816,37374,MAGES.
22817,37374,FuRyu
22818,37377,Unknown
22819,37379,Kodansha
22820,37379,Nippon Television Network
22821,37379,TC Entertainment
22822,37379,Nippon Television Music
22823,37379,FBC
22824,37384,Tezuka Productions
22825,37385,Unknown
22826,37386,Unknown
22827,37387,Unknown
22828,37388,Souten no Ken
22829,37390,Alpha Group Co. Ltd.
22830,37391,Alpha Group Co. Ltd.
22831,37392,Alpha Group Co. Ltd.
22832,37393,AT-X
22833,37393,Earth Star Entertainment
22834,37393,Avex Pictures
22835,37393,TV Aichi
22836,37393,ABC Animation
22837,37393,MAGNET
22838,37395,Unknown
22839,37396,The Answer Studio
22840,37396,Sound Team Don Juan
22841,37396,Tokyo Theatres
22842,37396,Haoliners Animation League
22843,37396,bilibili
22844,37398,Unknown
22845,37401,Toy's Factory
22846,37402,Unknown
22847,37403,TV Tokyo
22848,37403,Kodansha
22849,37403,AT-X
22850,37403,King Records
22851,37403,DMM pictures
22852,37404,Avex Entertainment
22853,37405,Unknown
22854,37406,Aniplex
22855,37406,Tatsunoko Production
22856,37406,Sony Music Entertainment
22857,37407,Dentsu
22858,37407,Fuji TV
22859,37407,Toho
22860,37407,Sony Music Entertainment
22861,37407,Kadokawa
22862,37407,Twin Engine
22863,37408,Unknown
22864,37409,Unknown
22865,37413,Unknown
22866,37414,Avex Entertainment
22867,37418,Unknown
22868,37419,Trash Studio
22869,37420,Trash Studio
22870,37421,Trash Studio
22871,37422,Unknown
22872,37423,Unknown
22873,37424,Nippon Columbia
22874,37426,Aniplex
22875,37426,Dentsu
22876,37426,Movic
22877,37426,Fuji TV
22878,37426,Gentosha Comics
22879,37428,Dentsu
22880,37428,NHK
22881,37430,Lantis
22882,37430,BS11
22883,37430,Bandai Namco Arts
22884,37430,Micro Magazine Publishing
22885,37431,Unknown
22886,37433,TV Tokyo
22887,37433,Nihon Ad Systems
22888,37433,Kodansha
22889,37433,AT-X
22890,37433,GAGA
22891,37433,Techno Sound
22892,37433,NADA Holdings
22893,37433,Aeon Entertainment
22894,37435,Fuji TV
22895,37435,flying DOG
22896,37435,BS Fuji
22897,37435,Hakuhodo DY Music & Pictures
22898,37435,Hakuhodo DY Media Partners
22899,37436,Fuji TV
22900,37436,Slow Curve
22901,37437,Unknown
22902,37438,Fuji TV
22903,37438,NIANTIC
22904,37440,Dentsu
22905,37440,Fuji TV
22906,37440,Nitroplus
22907,37440,Sony Music Entertainment
22908,37440,TOHO animation
22909,37440,MAGNET
22910,37441,Dentsu
22911,37441,Fuji TV
22912,37441,Nitroplus
22913,37441,Sony Music Entertainment
22914,37441,TOHO animation
22915,37441,MAGNET
22916,37442,Dentsu
22917,37442,Fuji TV
22918,37442,Nitroplus
22919,37442,Sony Music Entertainment
22920,37442,TOHO animation
22921,37442,MAGNET
22922,37446,Sotsu
22923,37446,Crunchyroll SC Anime Fund
22924,37447,Fujipacific Music
22925,37447,Twin Engine
22926,37448,DAX Production
22927,37448,Quatre Stella
22928,37448,RME
22929,37449,Movic
22930,37449,SILVER LINK.
22931,37449,Magic Capsule
22932,37449,Warner Bros. Japan
22933,37449,KlockWorx
22934,37449,ASCII Media Works
22935,37449,Hakuhodo DY Music & Pictures
22936,37450,Aniplex
22937,37450,Tokyo MX
22938,37450,Hakuhodo DY Music & Pictures
22939,37450,Nagoya Broadcasting Network
22940,37450,BS11
22941,37450,ABC Animation
22942,37450,Kadokawa
22943,37451,AT-X
22944,37451,Kadokawa Media House
22945,37451,Kadokawa
22946,37452,Unknown
22947,37453,Unknown
22948,37454,Unknown
22949,37455,Unknown
22950,37458,Unknown
22951,37460,Unknown
22952,37461,NHK
22953,37462,NHK
22954,37463,NHK
22955,37464,NHK
22956,37465,NHK
22957,37466,NHK
22958,37467,Unknown
22959,37468,Unknown
22960,37472,Unknown
22961,37474,Queen Bee
22962,37475,NBCUniversal Entertainment Japan
22963,37476,Unknown
22964,37481,King Records
22965,37482,Unknown
22966,37483,Unknown
22967,37484,Unknown
22968,37485,Unknown
22969,37487,Sony Pictures Entertainment
22970,37487,Lantis
22971,37487,Animax
22972,37487,Shueisha
22973,37487,JY Animation
22974,37487,Bandai Namco Arts
22975,37487,SKY PerfecTV!
22976,37490,Aniplex
22977,37490,Capcom
22978,37491,TV Tokyo
22979,37491,Aniplex
22980,37491,Dentsu
22981,37491,Shueisha
22982,37492,Unknown
22983,37493,Unknown
22984,37494,Unknown
22985,37496,Lantis
22986,37497,Sotsu
22987,37497,NBCUniversal Entertainment Japan
22988,37497,Infinite
22989,37498,Infinite
22990,37501,Unknown
22991,37504,Unknown
22992,37505,Aniplex
22993,37505,Bandai Namco Entertainment
22994,37505,Good Smile Company
22995,37505,BS11
22996,37505,ABC Animation
22997,37505,Kinoshita Group Holdings
22998,37505,Kadokawa
22999,37505,Cromea
23000,37505,Sonilude
23001,37506,Unknown
23002,37507,Unknown
23003,37509,Frontier Works
23004,37509,Mainichi Broadcasting System
23005,37509,Movic
23006,37509,Sony Music Communications
23007,37509,Glovision
23008,37509,Hakuhodo DY Music & Pictures
23009,37509,Medicos Entertainment
23010,37509,Kadokawa Media House
23011,37509,Sega Interactive
23012,37509,GOON TRAX
23013,37509,FABTONE
23014,37510,Warner Bros. Japan
23015,37510,KlockWorx
23016,37510,BS Fuji
23017,37510,Hakuhodo DY Music & Pictures
23018,37510,Shogakukan
23019,37511,Unknown
23020,37514,Unknown
23021,37515,Unknown
23022,37516,Aniplex
23023,37516,Audio Planning U
23024,37517,VAP
23025,37517,Square Enix
23026,37517,Genco
23027,37517,Mainichi Broadcasting System
23028,37517,Bit Promotion
23029,37520,Twin Engine
23030,37521,Production I.G
23031,37521,Dentsu
23032,37521,Kodansha
23033,37521,Twin Engine
23034,37522,Fujipacific Music
23035,37522,Ai Addiction
23036,37522,Twin Engine
23037,37525,Fujipacific Music
23038,37525,Twin Engine
23039,37527,Unknown
23040,37528,Unknown
23041,37529,Unknown
23042,37530,Unknown
23043,37531,Unknown
23044,37532,Victor Entertainment
23045,37533,Unknown
23046,37534,Unknown
23047,37535,Unknown
23048,37536,NHK
23049,37537,Unknown
23050,37538,Unknown
23051,37539,Unknown
23052,37540,Unknown
23053,37541,Unknown
23054,37542,Unknown
23055,37543,Unknown
23056,37544,Unknown
23057,37545,Unknown
23058,37546,Unknown
23059,37547,Unknown
23060,37548,Unknown
23061,37549,Unknown
23062,37550,Unknown
23063,37551,Unknown
23064,37552,Unknown
23065,37553,Unknown
23066,37554,Anime Beans
23067,37555,Square Enix
23068,37555,Sotsu
23069,37555,Genco
23070,37555,Lantis
23071,37555,Magic Capsule
23072,37555,Fields
23073,37555,bilibili
23074,37555,Bandai Namco Arts
23075,37555,Happinet
23076,37559,Unknown
23077,37560,TV Tokyo
23078,37561,Yomiuri Telecasting
23079,37561,Animax
23080,37561,Pony Canyon
23081,37561,Asmik Ace
23082,37561,Studio Mausu
23083,37561,Exit Tunes
23084,37561,Kadokawa
23085,37561,Studio Shamrock
23086,37561,Gamegate
23087,37562,Unknown
23088,37563,Tencent Penguin Pictures
23089,37563,Seven Stone Entertainment
23090,37564,Tencent Animation & Comics
23091,37566,Unknown
23092,37569,Sotsu
23093,37569,Warner Bros. Japan
23094,37569,Infinite
23095,37571,Unknown
23096,37576,WOWOW
23097,37576,Genco
23098,37576,Lantis
23099,37576,MediaNet
23100,37576,Marvel Entertainment
23101,37576,BS Fuji
23102,37576,Nippon Television Network
23103,37576,Forecast Communications
23104,37576,Yomiuri TV Enterprise
23105,37576,Marui Group
23106,37576,Bandai Namco Arts
23107,37576,TO Books
23108,37577,Unknown
23109,37578,Movic
23110,37578,Q-Tec
23111,37578,Hakuhodo DY Music & Pictures
23112,37578,Medicos Entertainment
23113,37578,BS11
23114,37578,Bandai Namco Arts
23115,37579,Nippon Columbia
23116,37582,Kodansha
23117,37584,TBS
23118,37584,MAGES.
23119,37584,FuRyu
23120,37585,TOHO animation
23121,37586,Sotsu
23122,37587,Studio Mausu
23123,37588,Unknown
23124,37589,Half H.P Studio
23125,37590,Unknown
23126,37591,Unknown
23127,37594,Unknown
23128,37595,Unknown
23129,37596,Unknown
23130,37597,Aniplex
23131,37597,Movic
23132,37597,Libre
23133,37597,animate
23134,37598,Unknown
23135,37599,WOWOW
23136,37599,NBCUniversal Entertainment Japan
23137,37599,Tokyo MX
23138,37599,Q-Tec
23139,37599,Chugai Mining
23140,37599,BS11
23141,37599,KLab
23142,37599,Marui Group
23143,37599,Bit grooove promotion
23144,37600,Unknown
23145,37601,Unknown
23146,37602,Sony Music Entertainment
23147,37603,Unknown
23148,37604,Unknown
23149,37605,Unknown
23150,37606,Unknown
23151,37607,Unknown
23152,37608,Unknown
23153,37609,Unknown
23154,37610,Unknown
23155,37611,Unknown
23156,37614,Frontier Works
23157,37614,Mainichi Broadcasting System
23158,37614,Half H.P Studio
23159,37614,AT-X
23160,37614,CyberStep
23161,37614,Kanetsu Investment
23162,37614,Kadokawa
23163,37614,Global Solutions
23164,37616,Unknown
23165,37618,bilibili
23166,37618,China Literature Limited
23167,37619,Tencent Penguin Pictures
23168,37619,China Literature Limited
23169,37620,Tencent Penguin Pictures
23170,37620,China Literature Limited
23171,37621,Unknown
23172,37622,Unknown
23173,37623,Dentsu
23174,37623,Toho
23175,37623,Nippon Television Network
23176,37626,Unknown
23177,37630,Unknown
23178,37639,Avex Entertainment
23179,37640,Unknown
23180,37641,Unknown
23181,37642,YHKT Entertainment
23182,37643,Unknown
23183,37644,Unknown
23184,37646,Lantis
23185,37646,Movic
23186,37646,Half H.P Studio
23187,37646,BS Fuji
23188,37646,Tokyo MX
23189,37646,Good Smile Company
23190,37646,Bandai Namco Arts
23191,37647,Anime Beans
23192,37651,Unknown
23193,37653,Unknown
23194,37655,Unknown
23195,37657,TBS
23196,37657,DAX Production
23197,37657,High Kick Entertainment
23198,37659,Unknown
23199,37661,Unknown
23200,37662,TV Tokyo Music
23201,37662,Avex Pictures
23202,37663,Bandai Namco Entertainment
23203,37663,DMM.futureworks
23204,37663,Aoni Production
23205,37664,Unknown
23206,37665,Unknown
23207,37666,Unknown
23208,37667,Unknown
23209,37668,Fuji TV
23210,37669,NHK
23211,37670,Avex Entertainment
23212,37671,Unknown
23213,37672,Mainichi Broadcasting System
23214,37672,AT-X
23215,37675,Kadokawa
23216,37678,Unknown
23217,37679,Unknown
23218,37680,Unknown
23219,37682,TV Tokyo
23220,37682,Nihon Ad Systems
23221,37682,Kodansha
23222,37682,AT-X
23223,37682,GAGA
23224,37682,NADA Holdings
23225,37682,Aeon Entertainment
23226,37683,Space Shower Music
23227,37684,Unknown
23228,37686,NHK
23229,37687,NHK
23230,37688,NHK
23231,37689,NHK
23232,37690,NHK
23233,37691,NHK
23234,37692,NHK
23235,37693,NHK
23236,37694,NHK
23237,37695,NHK
23238,37696,NHK
23239,37698,Unknown
23240,37699,Unknown
23241,37703,Unknown
23242,37704,Aniplex
23243,37706,Unknown
23244,37710,Unknown
23245,37711,Unknown
23246,37714,Unknown
23247,37716,Aniplex
23248,37716,Square Enix
23249,37716,Movic
23250,37716,Studio Mausu
23251,37716,Tokyo MX
23252,37716,Q-Tec
23253,37716,ABC Animation
23254,37716,CA-Cygames Anime Fund
23255,37717,Unknown
23256,37719,AT-X
23257,37720,NHK
23258,37721,NHK
23259,37722,AT-X
23260,37722,Sony Music Communications
23261,37722,Futabasha
23262,37722,Kadokawa Media House
23263,37722,NTT Plala
23264,37722,Kadokawa
23265,37723,Unknown
23266,37729,Unknown
23267,37730,Unknown
23268,37731,Unknown
23269,37732,Unknown
23270,37733,Unknown
23271,37734,EMI
23272,37735,Unknown
23273,37736,Unknown
23274,37737,Unknown
23275,37739,Unknown
23276,37740,Tencent Penguin Pictures
23277,37742,Pony Canyon
23278,37744,AT-X
23279,37744,KBS
23280,37744,Kadokawa Media House
23281,37744,Kadokawa
23282,37744,Shufunotomo
23283,37747,Unknown
23284,37749,Unknown
23285,37750,Unknown
23286,37751,Unknown
23287,37752,Unknown
23288,37753,Unknown
23289,37755,NBCUniversal Entertainment Japan
23290,37760,Unknown
23291,37762,NHK
23292,37764,Sotsu
23293,37764,Shochiku
23294,37765,Unknown
23295,37767,Unknown
23296,37769,Tencent Animation & Comics
23297,37771,Unknown
23298,37773,Sotsu
23299,37775,Unknown
23300,37776,Unknown
23301,37777,Unknown
23302,37778,Unknown
23303,37779,Aniplex
23304,37779,Dentsu
23305,37779,A-1 Pictures
23306,37779,Fuji TV
23307,37779,Shueisha
23308,37779,CA-Cygames Anime Fund
23309,37780,Unknown
23310,37781,Unknown
23311,37784,MAZRI
23312,37784,Audio Graphics Institute
23313,37786,AT-X
23314,37786,Sony Music Communications
23315,37786,Docomo Anime Store
23316,37786,Kadokawa Media House
23317,37786,Kadokawa
23318,37787,TMS Entertainment
23319,37789,Unknown
23320,37790,Unknown
23321,37792,Unknown
23322,37798,Unknown
23323,37799,Marvelous
23324,37799,TC Entertainment
23325,37799,Shueisha
23326,37801,Unknown
23327,37802,Unknown
23328,37804,Sotsu
23329,37804,Infinite
23330,37804,Imagine
23331,37806,Shueisha
23332,37806,bilibili
23333,37806,Yomiuri TV Enterprise
23334,37806,FanFan Inc.
23335,37806,Shun Produce
23336,37807,Unknown
23337,37814,Unknown
23338,37815,Pink Pineapple
23339,37816,Unknown
23340,37818,Unknown
23341,37822,Unknown
23342,37823,Sotsu
23343,37825,Unknown
23344,37826,Unknown
23345,37827,Speed Inc.
23346,37827,T-JOY
23347,37828,Unknown
23348,37831,Unknown
23349,37839,Unknown
23350,37842,Unknown
23351,37843,Unknown
23352,37845,Unknown
23353,37850,Unknown
23354,37851,Unknown
23355,37852,Unknown
23356,37853,Unknown
23357,37854,Unknown
23358,37856,Unknown
23359,37857,Unknown
23360,37858,Unknown
23361,37859,Unknown
23362,37860,Unknown
23363,37863,Unknown
23364,37864,Unknown
23365,37865,Unknown
23366,37866,Unknown
23367,37867,Space Shower Music
23368,37869,Ultra Super Pictures
23369,37869,Bushiroad
23370,37869,Tokyo MX
23371,37869,Good Smile Company
23372,37869,HoriPro International
23373,37869,Cloud22
23374,37870,Ultra Super Pictures
23375,37870,Bushiroad
23376,37870,Tokyo MX
23377,37870,Good Smile Company
23378,37870,HoriPro International
23379,37870,Cloud22
23380,37873,Unknown
23381,37875,Unknown
23382,37876,Unknown
23383,37877,Unknown
23384,37878,Unknown
23385,37879,Unknown
23386,37881,Unknown
23387,37884,NBCUniversal Entertainment Japan
23388,37884,Shueisha
23389,37884,Twin Engine
23390,37885,Unknown
23391,37886,Unknown
23392,37887,Tencent Animation & Comics
23393,37888,Unknown
23394,37890,Pony Canyon
23395,37890,TBS
23396,37890,Movic
23397,37890,Tokuma Shoten
23398,37891,Unknown
23399,37892,Unknown
23400,37893,TV Tokyo
23401,37894,iQIYI
23402,37895,iQIYI
23403,37896,iQIYI
23404,37897,Toho
23405,37897,TOHO animation
23406,37902,Unknown
23407,37904,Half H.P Studio
23408,37904,Anime Beans
23409,37905,Unknown
23410,37906,Unknown
23411,37908,Unknown
23412,37910,Unknown
23413,37914,Avex Pictures
23414,37915,Unknown
23415,37916,Unknown
23416,37920,Nippon Columbia
23417,37921,Unknown
23418,37922,Unknown
23419,37923,Unknown
23420,37924,Tencent Penguin Pictures
23421,37926,Lantis
23422,37926,AT-X
23423,37926,Docomo Anime Store
23424,37926,Kadokawa Media House
23425,37926,Kadokawa
23426,37926,Muse Communication
23427,37926,Bandai Namco Arts
23428,37926,Bit Promotion
23429,37927,Unknown
23430,37928,Unknown
23431,37929,Unknown
23432,37930,Unknown
23433,37931,Unknown
23434,37932,Tencent Penguin Pictures
23435,37933,Unknown
23436,37934,Unknown
23437,37936,bilibili
23438,37937,Ruo Hong Culture
23439,37938,Unknown
23440,37939,Unknown
23441,37940,Cloud22
23442,37941,Unknown
23443,37942,Unknown
23444,37943,Unknown
23445,37944,Unknown
23446,37945,Unknown
23447,37947,Unknown
23448,37948,Unknown
23449,37950,Kamio Japan
23450,37951,Kamio Japan
23451,37951,Anime Beans
23452,37952,Sotsu
23453,37952,Pony Canyon
23454,37952,KlockWorx
23455,37952,Tokyo MX
23456,37952,GREE
23457,37952,Akatsuki
23458,37954,Unknown
23459,37955,Unknown
23460,37956,VAP
23461,37956,Docomo Anime Store
23462,37956,DeNA
23463,37956,D.N. Dream Partners
23464,37958,VAP
23465,37958,Square Enix
23466,37958,AT-X
23467,37958,Nippon Columbia
23468,37958,Age Global Networks
23469,37958,Yomiuri TV Enterprise
23470,37958,Kanon Sound
23471,37958,RAY
23472,37959,Unknown
